issue_id,number,title,state,author,author_type,assignees,labels,milestone,comments_count,created_at,updated_at,closed_at,body_length,url,days_open,year_created,month,has_assignee,label_count
4536964832,318664,chu,closed,mdb5b5z558-create,User,,spam,no milestone,1,2026-05-28 01:30:11+00:00,2026-05-28 01:39:50+00:00,2026-05-28 01:39:50+00:00,1069,https://github.com/microsoft/vscode/issues/318664,0,2026,2026-05,False,1
4536163366,318641,shopify gpt5.4 again,closed,InexorableOptomist,User,,spam,no milestone,1,2026-05-27 22:25:03+00:00,2026-05-27 22:32:45+00:00,2026-05-27 22:32:45+00:00,1160,https://github.com/microsoft/vscode/issues/318641,0,2026,2026-05,False,1
4536138666,318640,shopify,closed,InexorableOptomist,User,,spam,no milestone,1,2026-05-27 22:19:56+00:00,2026-05-27 22:27:18+00:00,2026-05-27 22:27:18+00:00,1069,https://github.com/microsoft/vscode/issues/318640,0,2026,2026-05,False,1
4535694809,318629,integrated browser: support for other browser engines,closed,Daniel15,User,kycutler,,no milestone,1,2026-05-27 20:59:24+00:00,2026-05-27 21:36:05+00:00,2026-05-27 21:35:55+00:00,412,https://github.com/microsoft/vscode/issues/318629,0,2026,2026-05,True,0
4535201771,318621,paid pro and free accont?,closed,6cg7yyg426-oss,User,,chat-billing,no milestone,1,2026-05-27 19:37:37+00:00,2026-05-27 19:52:16+00:00,2026-05-27 19:52:16+00:00,2557,https://github.com/microsoft/vscode/issues/318621,0,2026,2026-05,False,1
4535061095,318618,living',closed,edge500,User,,spam,no milestone,1,2026-05-27 19:14:48+00:00,2026-05-27 19:25:02+00:00,2026-05-27 19:25:02+00:00,1069,https://github.com/microsoft/vscode/issues/318618,0,2026,2026-05,False,1
4535050317,318617,vs code crashes when running c++,closed,nareachnary-jpg,User,,spam,no milestone,1,2026-05-27 19:13:07+00:00,2026-05-27 19:24:52+00:00,2026-05-27 19:24:52+00:00,231,https://github.com/microsoft/vscode/issues/318617,0,2026,2026-05,False,1
4534360619,318599,update walkthrough to specify github copilot sign in,closed,cwebster-99,User,cwebster-99|eli-w-king,polish,1.123.0,1,2026-05-27 17:26:44+00:00,2026-05-27 21:50:51+00:00,2026-05-27 21:49:51+00:00,276,https://github.com/microsoft/vscode/issues/318599,0,2026,2026-05,True,1
4534073886,318592,allow configuring thinking/reasoning effort for claude opus 4.7 in copilot,closed,fustackat,User,lramos15,,1.123.0,2,2026-05-27 16:41:21+00:00,2026-05-28 01:04:43+00:00,2026-05-27 18:09:09+00:00,1633,https://github.com/microsoft/vscode/issues/318592,0,2026,2026-05,True,0
4534068580,318591,8,closed,diskartediana-gif,User,,spam,no milestone,1,2026-05-27 16:40:23+00:00,2026-05-27 16:49:33+00:00,2026-05-27 16:49:33+00:00,123,https://github.com/microsoft/vscode/issues/318591,0,2026,2026-05,False,1
